Cubix,https://www.cubix.co,"West Palm Beach, FL",877-757-3454,4.8,48,$25-$49/hr,"$25,000+",50-249
Sciant,http://www.sciant.com,"Sofia, Bulgaria",00359899420440,4.8,20,$25-$49/hr,"$10,000+",50-249
InApps Technology,https://www.inapps.net,"Ho Chi Minh, Vietnam",84906330450,4.8,16,$25-$49/hr,"$25,000+",50-249
AE Studio,https://ae.studio,"Los Angeles, CA",4242314394,5.0,18,$200-$300/hr,"$100,000+",50-249
Code Poets,https://codepoets.it?utm_source=clutch.co&utm_medium=referral,"Wrocław, Poland",+48 696 784 716,4.9,8,$50-$99/hr,"$25,000+",10-49
Azumo,https://azumo.com,"San Francisco, CA",4156107002,4.9,10,$25-$49/hr,"$25,000+",50-249
Studio Graphene,https://www.studiographene.com,"London, United Kingdom",+442030968384,5.0,18,$50-$99/hr,"$10,000+",50-249
Silverchip,https://www.silverchip.com,"Manchester, United Kingdom",01618187954,4.8,3,$100-$149/hr,"$25,000+",10-49
Ajath,http://www.ajath.com,"دبي, United Arab Emirates",+971504313932,5.0,29,$25-$49/hr,"$10,000+",50-249
Reckonsys,http://www.reckonsys.com,"Bengaluru, India",080 4749 3499,4.9,16,$25-$49/hr,"$5,000+",50-249
Ventive,http://www.getventive.com,"Boise, ID",208-477-1667,4.9,4,$150-$199/hr,"$25,000+",50-249
Tech Exactly,https://techexactly.com,"Kolkata, India",9051130918,4.9,12,$25-$49/hr,"$5,000+",10-49
Flatline Agency,https://flatlineagency.com,"Amsterdam, Netherlands",+31 (0)20 210 1668,4.9,14,$100-$149/hr,"$10,000+",10-49
Solwey Consulting,https://solwey.com,"Austin, TX",(737) 618-6183,5.0,8,$100-$149/hr,"$10,000+",10-49
codelabs.rocks,https://codelabs.rocks,"Opole, Poland",+48 797679123,4.9,9,$25-$49/hr,"$10,000+",10-49
Binary Mango,http://www.binarymango.com,"London, United Kingdom",07305765518,4.9,15,$100-$149/hr,"$10,000+",2-9
Appventurez,https://www.appventurez.com,"Noida, India",+91-9899650980,4.5,23,$25-$49/hr,"$10,000+",50-249
Jointworks Solutions LLP,https://jointworksolutions.com,"Pune, India",+91 9789006986,5.0,3,$25-$49/hr,"$10,000+",10-49
Interactivated Ecommerce,https://www.interactivated.nl,"Groningen, Netherlands",+31 50 711 9940,4.7,16,$50-$99/hr,"$5,000+",50-249
Build Online,https://www.buildonline.io,"Mattoon, IL",(559) 997-6835,4.4,6,$100-$149/hr,"$50,000+",10-49
Zfort Group,https://www.zfort.com,"Kharkiv, Ukraine",+380 67 954 93 84,5.0,10,$50-$99/hr,"$10,000+",250-999
Around25,https://around25.com,"Cluj-Napoca, Romania",+40 770 250 250,4.9,10,$50-$99/hr,"$5,000+",10-49
Under Reality,https://underreality.com,"Amsterdam, Netherlands",+31 (0)20 30 86 100,4.8,7,$100-$149/hr,"$10,000+",10-49
Lexogrine,https://lexogrine.com,"Kraków, Poland",+48 661442998,5.0,16,$25-$49/hr,"$5,000+",10-49
Dreamztech Solutions,https://dreamztechusa.com,"Tempe, AZ",800 893 2964,4.9,16,<$25/hr,"$10,000+",50-249
DeepInspire,https://deepinspire.com,"L'viv, Ukraine",+442045771162,5.0,10,$50-$99/hr,"$25,000+",10-49
createIT,https://www.createit.com,"Warszawa, Poland",+44 20 819 00 454,5.0,15,$25-$49/hr,"$5,000+",50-249
Concise Software,https://concisesoftware.com,"Berlin, Germany",+48 17 865 40 05,4.7,17,$50-$99/hr,"$5,000+",10-49
Heveloon ltd,https://www.heveloon.co.uk,"London, United Kingdom",+447377168986,5.0,3,$50-$99/hr,"$5,000+",10-49
Custom D,http://www.customd.com,"Christchurch, New Zealand",03 928 2567,4.8,9,$150-$199/hr,"$5,000+",10-49
Dot Com Development,https://dotcomdevelopment.net,"Scottsdale, AZ",(480) 999-1808,5.0,12,$50-$99/hr,"$10,000+",10-49
Pyramidion Solutions,https://www.pyramidions.com,"Brampton, Canada",+1-905-226-3815,4.8,4,$25-$49/hr,"$5,000+",50-249
AccelOne,https://www.accelone.com,"Kirkland, WA",(800) 863-6814,4.9,11,$50-$99/hr,"$75,000+",50-249
NaNLABS,http://www.nan-labs.com?utm_source=clutch.co&utm_medium=referral,"La Plata, Argentina",+54 9 221 603 6556,4.9,13,$50-$99/hr,"$25,000+",10-49
AIS Technolabs,https://www.aistechnolabs.com,"Ahmedabad, India",+91 9909434323,5.0,14,$25-$49/hr,"$10,000+",50-249
Hilo Labs,https://www.hilolabs.com,"Toronto, Canada",6473702430,5.0,1,$50-$99/hr,"$10,000+",2-9
Loadsys Solutions,https://www.loadsys.com,"Chicago, IL",708-873-1750,4.9,9,$100-$149/hr,"$25,000+",10-49
Fintelics Technology Inc.,https://www.fintelics.com,"Toronto, Canada",6474599501,5.0,3,Undisclosed,"$25,000+",10-49
Nimble Appgenie LLP,http://nimbleappgenie.com,"London, United Kingdom",447540741383,5.0,7,$50-$99/hr,"$25,000+",10-49
Peiko,http://peiko.space,"Kyiv, Ukraine",0937281606,4.8,26,$25-$49/hr,"$10,000+",50-249
4soft,http://www.4soft.co,"Wrocław, Poland",+48 509 842 115,5.0,36,$50-$99/hr,"$10,000+",50-249
RedDuck,http://redduck.io,"Kharkiv, Ukraine",+380933097162,5.0,2,$50-$99/hr,"$10,000+",10-49
2muchcoffee,https://2muchcoffee.com,"Zaporizhzhia, Ukraine",+13474558941,5.0,21,$25-$49/hr,"$10,000+",10-49
Debut Infotech,https://www.debutinfotech.com,"Sahibzada Ajit Singh Nagar, India",1-703-537-5009,4.8,22,$25-$49/hr,"$10,000+",50-249
HashCash Consultants,https://www.hashcashconsultants.com,"Palo Alto, CA",+1(888) 893-0588,5.0,4,$50-$99/hr,"$5,000+",50-249
Softtik Technologies,https://softtik.com,"Islamabad, Pakistan",+1 (234) 901-8706,5.0,1,$150-$199/hr,"$10,000+",10-49
Blaize,https://blaize.tech,"Dnipro, Ukraine",+380 95 755 15 44,5.0,5,$25-$49/hr,"$5,000+",10-49
EthWorks,http://ethworks.io,"Warszawa, Poland",+48 795 769 340,4.9,10,$100-$149/hr,"$5,000+",10-49
IdeaSoft.io,http://www.ideasoft.io,"Kharkiv, Ukraine",+4915202162970,5.0,20,$25-$49/hr,"$25,000+",50-249
Serokell,http://serokell.io,"Kesklinna, Estonia",(+372) 699-1531,4.8,7,$100-$149/hr,"$25,000+",50-249
Adoriasoft,https://adoriasoft.com,"Las Vegas, NV",+1 (650) 885-9777,4.8,3,$50-$99/hr,"$5,000+",10-49
Acuity Financial Experts,https://acuity.co,"Atlanta, GA",888 418 8410,5.0,1,Undisclosed,Undisclosed,50-249
AXIOMA,http://axiomadev.com,"Rīga, Latvia",+371-29-498-921,5.0,1,$25-$49/hr,"$10,000+",10-49
Wow Labz,https://www.wowlabz.com,"Bengaluru, India",+91 8770546940,5.0,12,$100-$149/hr,"$25,000+",50-249
Team Harbour,https://teamharbour.com,"Cincinnati, OH",+380503770487,5.0,3,$25-$49/hr,"$10,000+",10-49
LimeChain,https://limechain.tech,"София, Bulgaria",+359 00 884913747,5.0,4,$50-$99/hr,"$5,000+",10-49
482.solutions,https://482.solutions,"Singapore, Singapore",380731614845,4.9,10,$25-$49/hr,"$10,000+",50-249
Venture Aviator,http://www.ventureaviator.com,"New York, NY",212 913 9746,4.9,10,$50-$99/hr,"$25,000+",10-49
Fueled,https://www.fueled.com,"New York, NY",+1-212-763-7726,4.8,34,$150-$199/hr,"$75,000+",50-249
SoftwareMill,http://softwaremill.com,"Warszawa, Poland",0048221881133,4.9,26,$50-$99/hr,"$25,000+",50-249
Dualboot Partners,https://dualbootpartners.com,"Charlotte, NC",7044582119,4.9,14,Undisclosed,"$75,000+",250-999
NetSet Software Solutions,http://www.netsetsoftware.com,"Sahibzada Ajit Singh Nagar, India",+91 9592211463,4.9,16,$50-$99/hr,"$10,000+",50-249
Ekoios Technology,https://ekoios.vn,"Cau Giay, Vietnam",+84 24 6658 3530,5.0,5,$25-$49/hr,"$10,000+",50-249
OnGraph Technologies Corporation,http://www.ongraph.com,"Noida, India",0120-4288752,4.8,15,$25-$49/hr,"$5,000+",50-249
Ackee,https://www.ackee.de,"Prague 8, Czech Republic",+420773773643,4.9,23,$50-$99/hr,"$25,000+",50-249
RebelDot,https://rebeldot.com,"Cluj-Napoca, Romania",0749993993,4.9,18,$50-$99/hr,"$25,000+",50-249
INDUSTRIA,https://www.industria.tech,"London, United Kingdom",+44 203 870 2445,5.0,4,Undisclosed,Undisclosed,10-49
Smartbox Media,https://smartboxmedia.us,"McAllan, TX",8662109900,4.9,5,<$25/hr,"$5,000+",50-249
SemiDot Infotech,https://semidotinfotech.com,"Boulder, CO",7209248638,4.9,27,<$25/hr,"$5,000+",50-249
PixelCrayons,https://www.pixelcrayons.com?utm_source=social&utm_medium=social+ak+,"Noida, India",8882108080,4.9,18,<$25/hr,"$5,000+",250-999
Seven Bits Technologies LLP,https://www.sevenbits.in,"Ahmedabad, India",+919225533235,5.0,4,$50-$99/hr,"$1,000+",10-49
OneClick LLC,https://oneclick.life,"Amsterdam, Netherlands",+1 (910) 714-9901,5.0,1,$25-$49/hr,"$5,000+",50-249
WebbyLab,https://webbylab.com,"Kyiv, Ukraine",+38 (044) 599 10 51,4.8,12,$25-$49/hr,"$25,000+",50-249
OpenXcell,https://www.openxcell.com,"Ahmedabad, India",+1-888-777-4629,4.8,21,<$25/hr,"$10,000+",250-999
Software Alliance,https://www.softwarealliance.io,"Lahore, Pakistan",+923009794063,4.5,1,<$25/hr,"$1,000+",50-249
Creatif Agency,https://creatifagency.ro,"Sibiu, Romania",+40752346878,5.0,8,$25-$49/hr,"$1,000+",2-9
Ionixx Technologies,https://www.ionixxtech.com,"LOS ANGELES, CA",+1 (909) 757 - 3707,4.9,13,$25-$49/hr,"$10,000+",50-249
Softjourn,https://softjourn.com,"Fremont, CA",5109436217509,4.8,6,$50-$99/hr,Undisclosed,50-249
INMIND,http://www.inmind.com.uy,"Montevideo, Uruguay",1 954 837 6622,5.0,20,$50-$99/hr,"$5,000+",10-49
Zensoft.io,https://zensoft.io,"San Francisco, CA",+1-415-895-0555,5.0,4,$25-$49/hr,"$10,000+",50-249
Sparx IT Solutions,https://www.sparxitsolutions.com,"New York, NY",9177759550,4.7,49,$25-$49/hr,"$10,000+",250-999
Oyelabs Technologies,http://oyelabs.com,"Panchkula, India",+917042581278,5.0,35,$25-$49/hr,"$10,000+",10-49
Velmie,https://www.velmie.com,"Wilmington, DE",+16503537636,4.8,12,$50-$99/hr,"$50,000+",50-249
Ubik Group,http://www.ubikgroup.co,"New York, NY",Not Provided,5.0,5,$50-$99/hr,"$10,000+",10-49
Dreamers Inc.,https://www.thedreamers.us,"Los Angeles, CA",(303) 579-6073,5.0,4,$100-$149/hr,"$25,000+",2-9
OpenLedger,https://openledger.info,"København, Denmark",Not Provided,5.0,2,$50-$99/hr,"$25,000+",50-249
Quest Global Technologies Limited,https://questglt.com,"Los Angeles, CA",+1 6614781207,5.0,1,$25-$49/hr,"$1,000+",50-249
Ideas By Nature,https://www.ideasbynature.com,"Denver, CO",+1 720 724 7365,5.0,1,$100-$149/hr,"$10,000+",10-49
OakTree Apps,https://www.oaktreeapps.com,"Falls Church, VA",+1 3018590310,4.8,4,$100-$149/hr,"$25,000+",10-49
UaStar,https://uastar.com,"Dnipropetrovs'k, Ukraine",+380676398227,5.0,4,$25-$49/hr,"$5,000+",10-49
Sailet,https://sailet.pro,"Germantown, MD",+17026021732,5.0,7,$25-$49/hr,"$5,000+",10-49
Mobilist,https://www.mobilist.com.tr,"Maslak, Turkey",+902123818775,4.9,12,$50-$99/hr,"$25,000+",10-49
Vanguard X,https://vanguard-x.com,"New York, NY",+1 415 481 3295,5.0,1,$50-$99/hr,"$10,000+",50-249
Reliable Group,https://www.reliablegroup.com,"Hicksville, NY",5166791200,4.8,2,$50-$99/hr,"$1,000+",250-999
BlockBear,https://blockbear.io,"Montevideo, Uruguay",+59899124500,4.8,3,$25-$49/hr,"$10,000+",10-49
Cygnet Infotech,https://www.cygnet-infotech.com,"Princeton, NJ",609-245-0971,4.8,10,$25-$49/hr,"$10,000+","1,000-9,999"
Applicature,https://applicature.com,"San Francisco, CA",+1-209-813-2474,5.0,1,<$25/hr,"$5,000+",10-49
Parangat Technologies,https://www.parangat.com,"Noida, India",+91-9999996418,4.9,16,$25-$49/hr,"$10,000+",50-249
Dysnix,https://dysnix.com,"Tallinn, Estonia",380947117044,5.0,13,$50-$99/hr,"$5,000+",10-49
Codiste pvt ltd,https://www.codiste.com,"Ahmedabad, India",9429005987,4.9,4,$25-$49/hr,"$5,000+",10-49
Inn4Science,https://www.inn4science.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-blockchain,"LAS VEGAS, NV",+1 (702) 819 6363,5.0,5,$25-$49/hr,"$50,000+",50-249
Root Codex,https://rootcodex.com,"L-Imsida, Malta",+35627368513,5.0,7,$50-$99/hr,"$5,000+",2-9
Owlab Inc.,https://owlab.group,"Tallinn, Estonia",+380999681053,5.0,18,$25-$49/hr,"$10,000+",10-49
Provectus,https://reinvently.com,"Palo Alto, CA",8779512224,4.9,27,$50-$99/hr,"$25,000+",250-999
MVP Workshop,https://mvpworkshop.co,"Beograd, Serbia",+38111 4412951,5.0,1,$50-$99/hr,"$75,000+",50-249
RNS Solutions,https://www.rnssol.com,"Islamabad, Pakistan",+92-51-8356551,5.0,3,$50-$99/hr,"$10,000+",50-249
Nascenture,https://www.nascenture.com,"Sahibzada Ajit Singh Nagar, India",9417413996,5.0,2,<$25/hr,"$5,000+",10-49
Underlabs Inc.,https://underlabs.ca,"Montreal, Canada",514 649 0510,5.0,3,$100-$149/hr,"$25,000+",10-49
Byndyusoft,https://byndyusoft.com,"London, United Kingdom",1-646-982-1481,5.0,6,$50-$99/hr,Undisclosed,50-249
Media Shower,http://mediashower.com,"Boston, MA",617 564 3443,5.0,1,Undisclosed,Undisclosed,10-49
Blockchain Australia™,https://blockchainaustralia.com.au,"Melbourne, Australia",+61 1300 462 562,5.0,1,$150-$199/hr,"$100,000+",2-9
Blockchain Foundry Inc.,https://www.blockchainfoundry.co,"Burnaby, Canada",Not Provided,5.0,2,$100-$149/hr,"$1,000+",10-49
Fueled on Bacon,https://fueledonbacon.com,"Tallahassee, FL",+1 954 607 7744,5.0,4,Undisclosed,"$10,000+",2-9
Colan Infotech Private Limited,https://colaninfotech.com,"Chennai, India",213 550 1957,5.0,1,Undisclosed,Undisclosed,250-999
Rain Infotech Private Limited,https://www.raininfotech.in,"Surat, India",+919586966688,5.0,17,<$25/hr,"$5,000+",10-49
Webini,http://www.webini.co,"Wrocław, Poland",Not Provided,5.0,11,$50-$99/hr,"$50,000+",50-249
Julasoft,https://www.julasoft.com,"City Bell, Argentina",+5492216090833,5.0,5,<$25/hr,"$10,000+",10-49
TERRAFORM,https://www.terraformcorp.com,"Calgary, Canada",403 464 4454,4.4,20,$100-$149/hr,"$50,000+",10-49
Mobisoft Infotech,http://mobisoftinfotech.com,"Houston, TX",855 572 2777,4.9,10,$25-$49/hr,"$10,000+",50-249
hyperlab.digital,https://hyperlab.digital,"Warszawa, Poland",+48451088591,5.0,4,$25-$49/hr,"$25,000+",10-49
Aegas,http://aegas.io,"Kyiv, Ukraine",+380982937512,4.9,4,$25-$49/hr,"$10,000+",10-49
Techforce Global,http://www.techforceglobal.com,"Naperville, IL",+1 630-296-6606,4.8,2,$25-$49/hr,"$5,000+",50-249
Marotino INC,http://marotino.com,"Burlingame, CA",+1 786 605 0087,5.0,3,$50-$99/hr,"$10,000+",10-49
Dapplica,https://dapplica.io,"San Francisco, CA",+1 (650) 360 09 62,5.0,3,$50-$99/hr,"$10,000+",10-49
Five2One,http://www.five2one.com.au,"Sydney, Australia",Not Provided,5.0,3,$100-$149/hr,"$25,000+",10-49
Bitdeal,https://www.bitdeal.net,"Thiru Nagar, India",+91 9677555651,5.0,1,$25-$49/hr,"$1,000+",50-249
Ezetech,https://eze.tech,"New York, NY",855 323 3722,4.9,9,$25-$49/hr,"$10,000+",10-49
Titanium Blockchain,https://titanium-blockchain.com,"Tel Aviv-Yafo, Israel",972-73-2380000,5.0,2,$25-$49/hr,"$10,000+",50-249
Knoldus Inc.,https://www.knoldus.com,"Mississauga, Canada",+(1) 647-467-4396,4.8,8,$50-$99/hr,"$100,000+",250-999
K.R.O.K,http://thekrok.com,"L'viv, Ukraine",+380939219645,5.0,1,$50-$99/hr,"$10,000+",10-49
Fusion Informatics Limited,http://alturl.com,India,Not Provided,5.0,1,$25-$49/hr,"$10,000+",50-249
SoftProdigy,https://www.softprodigy.com,"Sahibzada Ajit Singh Nagar, India",+91 9501336765,4.7,32,<$25/hr,"$5,000+",50-249
Espeo Blockchain,https://espeoblockchain.com,"Poznań, Poland",+48 880 266 070,4.5,1,$50-$99/hr,"$10,000+",50-249
Yudiz Solutions Pvt. Ltd.,http://www.yudiz.com,"Ahmedabad, India",+91 79 2970 0606,4.8,38,<$25/hr,"$10,000+",50-249
Hashmaker Solutions,https://www.hashmakersol.com,"Little Elm, TX",+1 (818) 806 0506,4.9,7,$25-$49/hr,"$1,000+",10-49
Pragmatic Coders,http://pragmaticcoders.com,"Kraków, Poland",+48 793 389 751,4.8,9,$50-$99/hr,"$25,000+",50-249
Bitswift Technology Solutions Inc.,https://www.bitswift.tech,"Kingston, Canada",Not Provided,5.0,1,Undisclosed,Undisclosed,2-9
openGeeksLab,http://opengeekslab.com,"Toronto, Canada",+16469802412,4.8,8,$25-$49/hr,"$10,000+",50-249
Merehead,http://merehead.com,"Kyiv, Ukraine",12067851688,4.8,2,$25-$49/hr,"$10,000+",50-249
BirthVenue Growth Solutions Private Limited,https://www.birthvenue.in,"Bengaluru, India",Not Provided,5.0,1,Undisclosed,Undisclosed,2-9
DEIP,https://deip.world,"San Francisco, CA",+1 415 937 3073,5.0,2,$50-$99/hr,"$5,000+",10-49
Blockchain Consilium,https://www.blockchainconsilium.com,"Toronto, Canada",+1 437-225-5008,5.0,2,Undisclosed,"$5,000+",10-49
Interexy LLC,http://interexy.com,"Lauderdale-by-the-Sea, FL",239 719 2347,5.0,23,$50-$99/hr,"$50,000+",50-249
Aurity,https://www.aurity.co,"London, United Kingdom",+44 74 76 383 547,4.9,4,$50-$99/hr,"$50,000+",10-49
Block360,https://block360.io,"Mountain View, CA",+1 669 327 2006,4.8,3,$25-$49/hr,"$1,000+",10-49
Lexis Solutions,https://lexis.solutions,"Sofia, Bulgaria",+359898548929,4.9,8,$25-$49/hr,"$5,000+",10-49
Blank,https://blankhq.co,"Split, Croatia",+385915149878,5.0,5,$50-$99/hr,"$10,000+",10-49
Inovatica,https://inovatica.com,"San Diego, CA",+16615484000,4.9,9,$50-$99/hr,"$10,000+",10-49
Brossard App Design,https://brossarddesign.com,"Montréal, Canada",+15149708998,5.0,8,$50-$99/hr,"$25,000+",10-49
Lapits Technologies,https://lapits.com,"Noida, India",+91 8287835848,4.9,5,$50-$99/hr,"$5,000+",10-49
Prime Holding JSC,http://primeholding.com,"Sofia, Bulgaria",0016176074807,5.0,3,$50-$99/hr,"$25,000+",250-999
HTML Pro,http://www.htmlpro.net,"New York, NY",347 308 5764 Ext  2,4.8,25,$50-$99/hr,"$10,000+",50-249
Rejolut- An Emerging Tech Company,https://rejolut.com,"Navi Mumbai, India",91-903 5771700,5.0,1,$25-$49/hr,"$5,000+",10-49
DeSmart Software Development,https://desmart.com,"Gdynia, Poland",+48 661995405,4.9,16,$25-$49/hr,"$10,000+",10-49
Apptunix,http://www.apptunix.com,"Austin, TX",+1 2102099141,4.2,25,<$25/hr,"$5,000+",50-249
Aluxion,https://aluxion.com,"Madrid, Spain",Not Provided,5.0,1,$50-$99/hr,"$10,000+",10-49
IBM iX,http://www.resourceammirati.com,"Armonk, NY",877 426 2223,4.5,1,$100-$149/hr,"$5,000+","1,000-9,999"
ServReality,http://www.servreality.com,"Kyiv, Ukraine",Not Provided,4.9,4,$25-$49/hr,"$5,000+",50-249
HiTech Service LLC,https://hitech-us.com,"Wilmington, DE",6468445712,5.0,6,Undisclosed,Undisclosed,10-49
Intellica,http://intellicagroup.com,"Bratislava, Slovakia",944228114,4.9,8,$25-$49/hr,"$10,000+",50-249
Revelry,http://revelry.co,"New Orleans, LA",5045355227,4.7,11,$150-$199/hr,"$100,000+",50-249
Blockhunters,https://blockhunters.io,"Łódź, Poland",693299312,5.0,2,$50-$99/hr,"$5,000+",2-9
Infistack Technologies PVT LTD,https://infistack.com,"Ahmedabad, India",9909996906,4.6,6,$25-$49/hr,"$5,000+",10-49
WOXAPP,https://woxapp.com,"Dnipro, Ukraine",+38 067 787 07 08,5.0,16,$25-$49/hr,"$25,000+",10-49
CubeX-Ukraine,https://cubex-ua.com,"Zaporizhzhia, Ukraine",380997280959,5.0,11,$25-$49/hr,"$10,000+",10-49
Exio.tech,https://exio.tech,"Yerevan, Armenia",+374 98 25 05 96,5.0,3,$25-$49/hr,"$10,000+",10-49
ICEO - Venture Builder,https://iceo.co,"London, United Kingdom",+44 33 002 71998,5.0,10,$50-$99/hr,"$50,000+",10-49
Idea Usher,https://ideausher.com,"Sahibzada Ajit Singh Nagar, India",+91-9463407140,5.0,4,$25-$49/hr,"$5,000+",250-999
WebClues Infotech,https://www.webcluesinfotech.com,"Atlanta, GA",+1-978-309-9910,4.8,16,<$25/hr,"$5,000+",50-249
Winterwind Inc.,https://www.winterwind.com,"Vancouver, Canada",+1 604-212-2400,4.9,7,$25-$49/hr,"$10,000+",10-49
Magnise,https://magnise.com,"Den Haag, Netherlands",+380 67 220 81 73,4.9,5,$25-$49/hr,"$5,000+",50-249
ITM House,http://www.itmhouse.com,"Toronto, Canada",+18334863387,5.0,13,$50-$99/hr,"$10,000+",10-49
Indra Crypto Capital,http://indracryptocapital.io,"Chennai, India",9841011815,5.0,5,$25-$49/hr,"$10,000+",10-49
